10,57,1000000000000000000000000000000000000000000000000000000000
1000,19,1000000000000000000000000000000000000000000000000000000000
2254,17,1000498631810194351393438716392917500930593734425502941184
6310,15,1001014546672926417827758866712636588618951000000000000000
3652,16,1001134209506796563740953569361361913156232604135494516736
708,20,1001532746671047927718338964970781253951604759604259454976
518,21,1002132056395396123036418912586267800350575153254412320768
1468,18,1002464496370504594185814622344400413203734055657851060224
6311,15,1003396779126261743275746093552621208902405157807116640151
3653,16,1005529358850035068689245493556685791685432931641304515521
6312,15,1005784302068146596839213847334187256436277972281608634368
390,22,1007909072836049840659013599146087210000000000000000000000
2255,17,1008071381643711695098565751445395592206991310882568359375
6313,15,1008177126406800406104497858515106459967836285973046751257
3654,16,1009942592719939818271461955678423627319807582534484688896
69,31,1010001021111797636726605406693246154630898595236863558669
6314,15,1010575263071200382498389786140824520757802737534163124224
6315,15,1012978723011117724799438242404424955498480133270263671875
3655,16,1014373980548301113822792717061208502782299756011962890625
1469,18,1014827726466511202541608050361788825117435408364684823241
6316,15,1015387517197153880042243462638997727738004335104911998976
2256,17,1015698053800019085238156055723711054721167292341195636736
301,23,1016317488033067288441682894453524957361048101843339776901
6317,15,1017801656620776861896618628268859470748350952385533256293
3656,16,1018823592014369742661658692133329425425783706595524345856
1001,19,1019171972887655182463674470453632415143631876969171019001
6318,15,1020221152294357626603594651182169315695798494613975826432
6319,15,1022646015251206506550349144056905399547724900239438782799
3657,16,1023291497045670880340280564976836259268971624909512540801
2257,17,1023379008079602244875567921887586408686792773403056725457
6320,15,1025076256545609701566244332484354342125568000000000000000
1470,18,1027334860999330573407176938442293022889000000000000000000
6321,15,1027511887252865828022262811398748335933906522627551486801
3658,16,1027777765818820446084793308676298534767849081465649299456
6322,15,1029952918469322525816234310448077705712967995995435859968
709,20,1030207491469180985883209888509800900965041351793991274801
2258,17,1031114606522692313101224620997739076268461062739828277248
3659,16,1032282468760343918145046867665617831194674880118552053441
6323,15,1032399361312413123326351010639113376878187552011616546107
6324,15,1034851226920693360415573447969082997841294171504979738624
3660,16,1036805676547497615790796651204136718172160000000000000000
6325,15,1037308526453878169569633648927132745273411273956298828125
1002,19,1038691814389838917060384286070547703984224294802293260288
2259,17,1038905213422206550446414935272966169727020280507369084819
6326,15,1039771271092878515251446867820637313214850690697904357376
1471,18,1039987475367886789624909375710179454320535935827805612161
3661,16,1041347460109092454707587152475920482222852684435389290561
6327,15,1042239472039838291554848136964643466067542751084773099143
519,21,1043553009359845339673545624216998064828242911498555066919
6328,15,1044713140518171278240674797977385106468729254617685164032
3662,16,1045907890626320182562268022117906827976223724091295727616
2260,17,1046751195336758030507949486723401423257600000000000000000
6329,15,1047192287772598155238321255861114476514187925640316445449
6330,15,1049676925069183575695997387325766454704457000000000000000
156,26,1050121516871876416066809947948475208296737326759365574656
3663,16,1050487039533582101524754356866138829407516505122852688641
6331,15,1052167063695373297663027341043609741657977765193304214451
1472,18,1052787161128875019914332566435895578022151686465429438464
2261,17,1054652921103734654749072703503595059533720587040847952021
6332,15,1054662714960031374487630890316526140975741219983293677568
3664,16,1055084978519320284549351883201308725260600154617582452736
6333,15,1057163890193477404013735038104470574333520047374476383957
1003,19,1058565479801493924273246418468115951657629894979024552467
710,20,1059661057639142103266286714013320240100000000000000000000
6334,15,1059670600747523836660469230614660754602869918375888257024
3665,16,1059701779526851292235713192226567793077064892730712890625
191,25,1061290266564642718002026819257684825337164433995980034751
6335,15,1062182857995513342468103308796874861498471742034912109375
2262,17,1062610761852447828937656123116206424364207071276251348992
3666,16,1064337514755202397106273285487811998434558133187096150016
6336,15,1064700673332356237194293217241733911388548359659272011776
1473,18,1065735526151327034196797287150338458305089609259324471169
391,22,1066322719869963254019348985184534935817068160575495153681
6337,15,1067224058174567967544605497246936138797446729615040348993
3667,16,1068992256659950322153831492129990918144348415885506479681
6338,15,1069753023960306655621397715312104581255713413079959109632
2263,17,1070625091017351141184296461548614066470714394100954756183
6339,15,1072287582149410702675238220157304823521602399500547677099
3668,16,1073666077954062500529802385867866890803222557115155480576
6340,15,1074827744223436452243154980644573881729024000000000000000
6341,15,1077373521685695912758109733827247645952157280577201553101
3669,16,1078359051608740863260550736046589510403641988386669529281
2264,17,1078696284351329383050532666241454582229363199334001147904
1004,19,1078799020275035206647473646807211039518440197399399890944
1474,18,1078834194772548746217977520004609294749617313902789656576
6342,15,1079924926061294539714200266869845143015850426035308167168
29,39,1080244137479689290215446159447411025741704035417740877269
6343,15,1082481968897169077472200368883213016343435471603322194807
3670,16,1083071250854268161896154841002180366092810000000000000000
6344,15,1085044661762125460790153818917090882148735751237008359424
520,21,1086601290109041273388862289794301952000000000000000000000
2265,17,1086824719939058256711001270408025147091168070220947265625
6345,15,1087613016246876776163845724556853452500072618072509765625
3671,16,1087802749180856833012908884545650414511884166303511406721
711,20,1089913456523703415683673708042438730674813801908009183201
6346,15,1090187043964081283062081591894632417629701746521976242176
238,24,1091055817646625795455457561013662661329889002470596673536
1475,18,1092084807955441017991967224133564741350710391998291015625
3672,16,1092553620339500411507878298343634237730506244013472874496
6347,15,1092766756548380495141811692199122070584142364025027735843
2266,17,1095010778210435112672990094496614821453518987992678137856
6348,15,1095352165656437321528245593505017727088108779789438943232
302,23,1096881440089361241869855350995050929472723340563692126208
3673,16,1097323938342827499640862575025446628153235412971535397761
6349,15,1097943282966974268245209146694203560053203818301205607749
1005,19,1099398584265403768050363018542769801308513660430908203125
6350,15,1100540120180811699881103755558563232421875000000000000000
3674,16,1102113777465958298796197629899518448543125460357784600576
6351,15,1103142689020906161575935418930787713783575534527985832751
2267,17,1103254841954081064082548081451262751805174173518786662427
1476,18,1105489023447215044858642460110334248361439405762649522176
6352,15,1105751001232388761414988810357043339785498304261042208768
3675,16,1106923212247363710953944724215425574220716953277587890625
6353,15,1108365068582603613314829557076171403427711805968219108657
6354,15,1110984902861146340487425895376638744568069738921538125824
2268,17,1111557296330914825178085256079910194709160106119258963968
3676,16,1111752317489727016877165211081524157711874815645687218176
6355,15,1113610515879902639568289013837255880873119767791748046875
6356,15,1116241919473086905494639649633322770170357745702011928576
3677,16,1116601168260808138039170017679205197969241275712043914561
109,28,1116713952456127112240969687448211536647543601817400964721
6357,15,1118879125497280917219716876119038554274156936828246789693
1477,18,1119048515939513724788067053486937919746531799564104769369
2269,17,1119918528887798622990272981920705628496095338503327484189
1006,19,1120370418995431892475188460598732083772393914450295914496
712,20,1120985184388949550029915022861453324742161057379753394176
3678,16,1121469839894310489331859905656118189629032536735911837696
6358,15,1121522145831472584349453512392495580776072873174817144832
6359,15,1124170992377094754787851197624233390111113620936459767399
3679,16,1126358407990750429613537227002161893015867267087059909121
6360,15,1126825677058064083477496904697107789643776000000000000000
392,22,1127959417155435100061567665202561838384108986388724056064
2270,17,1128338929571256532931052434760487965814700000000000000000
6361,15,1129486211820819962321771519277175110814127902978950983401
3680,16,1131266948418329317171872186900170942709760000000000000000
521,21,1131337517030036595575682282995201117819453812281695834921
6362,15,1132152608634363511375410081925532708804936419449559482368
1478,18,1132764977229950500985572897777006740765009119120059531264
6363,15,1134824879490296631390182382382813174992094664239165455507
3681,16,1136195537313808177195046609701566575821897397860420666881
2271,17,1136818890741265590464700170448921031704080993508488672991
6364,15,1137503036402861117802571806824610113890728575568890036224
6365,15,1140187091408977836250439670810915332730918178009033203125
3682,16,1141144251083384988361475951126429407598034318455042277376
1007,19,1141720871941784821903338379488352032745202160436880904143
6366,15,1142877056568285959705771722949157724635307314786343550976
2272,17,1145358807185120032610205552880738522968692147601132224512
6367,15,1145572943963182267310713077072229050289229985032191840543
3683,16,1146113166403574595675925880965407192390666626040573122881
1479,18,1146640116385077252852280239592347009103804374604876032561
6368,15,1148274765698860505004207524113626581994960560943301394432
6369,15,1150982533903350808026666988955291857575275112593412086049
3684,16,1151102360222091256697293248022939781930036958336349372416
713,20,1152897233468213538633599044681753667888362591712818816801
6370,15,1153696260727559185390206832443722690889493000000000000000
2273,17,1153959076131369024586707410146563101590667490094211184353
3685,16,1156111909758733828320812704960409256778960547027587890625
6371,15,1156415958345307066402092754630415649762123164016178535051
6372,15,1159141638953370909329155232207681504004947766088688467968
1480,18,1160675659904792896941796493406182047744000000000000000000
3686,16,1161141892506273601294979787364700896650729470398090510336
6373,15,1161873314771521872291037721194479299386764433972456765357
2274,17,1162620097263828228482438454363261843914481789899062247424
1008,19,1163456392341746857123833442050192569202243284709641551872
6374,15,1164610998042565546470255275293337987944602100242226970624
3687,16,1166192386231344789671048881190898971796704827031939565441
6375,15,1167354701032381751727150771102969883941113948822021484375
6376,15,1170104436029964394707946593646209300325183101222441189376
3688,16,1171263468975337682400570348234122476888822935300201250816
2275,17,1171342272735665572402557652573526720516383647918701171875
6377,15,1172860215347461389534200419573904030641789305288704018393
1481,18,1174873351888204446728221276433531851570369371030405429841
6378,15,1175622051320214641162084641046908205869775305275878572032
3689,16,1176355219055294464314075183119745985838039071342691832961
522,21,1177824443545120986981157140589233731879978591125946499072
6379,15,1178389956306800091500020000795023712974001109088332893699
2276,17,1180126007183561580132434859017970791398241147684887986176
6380,15,1181163942689067828373305158318355015237632000000000000000
3690,16,1181467715064807713731698020226760353420810000000000000000
303,23,1183533228510673434283872877613032750557907386107003790927
6381,15,1183944022872182257424495178747910088217840232870373617701
1009,19,1185583532721123124856867777144471975927584523272955291089
714,20,1185671103241479577998148912316667586191441300121715736576
3691,16,1186601035874921583974250167857672830349964902083396431041
6382,15,1186730209284662337038393329633319581794426945707486445568
2277,17,1188971707741944622940410667558119736142437311520745368997
1482,18,1189234954200952367766986844630573123130664219936062439424
6383,15,1189522514378421876380632086991268674949166748955849768207
3692,16,1191755260635035676061013692840708253094230220877129056256
6384,15,1192320950628809896638930890443743033206386708424398209024
130,27,1192533292512492016559195008117000000000000000000000000000
393,22,1192988090754848436995408038270332426487365796297160686449
6385,15,1195125530534651055556229948315673684126333004547119140625
3693,16,1196930468773811609898325484715611538605521292058119144001
2278,17,1197879784057301456737809739631273596225829465960451801088
6386,15,1197936266618286135345011277262307672976964182633416523776
6387,15,1200753171425612594072230167473004588508280092009535253243
3694,16,1202126740000082301280856767951564514060639451788051808256
6388,15,1203576257526125180604392393865626414746582107043378757632
1483,18,1203762246644012153192092883762929612443367767777676462009
6389,15,1206405537512956613202424746059803100062783517823296920349
239,24,1206561942832772659619808062718132672003616295479840275841
2279,17,1206850648302563409414059998633582196285823672606374016359
3695,16,1207344154303763952045368776632314888194009423980712890625
1010,19,1208108950443531509388860486685707119010000000000000000000
6390,15,1209241024002918321856098825413762701321599000000000000000
192,25,1209290712883562921500420794287899914324129024065962770432
6391,15,1212082729636541254447880556143847508016010508416300961351
3696,16,1212582791956770760734639332196631284780167569010375786496
6392,15,1214930667078116746836190479634121372478079509965903495168
2280,17,1215884715191568584771185315240569785548800000000000000000
6393,15,1217784849015737456948172646601524462078292520496526394057
3697,16,1217842733513932361147207944738228489180721742039420952321
1484,18,1218457027123984133454588218221785258540311141583155101696
93,29,1219005059207528023767004509451082192966975129026307305293
715,20,1219328811954931675523384679271745319023895359039306640625
6394,15,1220645288161338362972182790925856460140020646496275431424
3698,16,1223124059813913996166578865764619580066151207775135399936
6395,15,1223511997250737825740319461799565341114750585906982421875
2281,17,1224982401993600451094717967649625471757072029373381581161
523,21,1226127028993861254592883579854490954013489082817466700123
6396,15,1226384989043678715391434907516074570917260394102758834176
3699,16,1228426851980139434281552329025062153821028299177962740801
6397,15,1229264276323869602405175744813476202148451450851112275093
1011,19,1231039409281362537554457908537399519852674126044653685291
6398,15,1232149871899026013097716812339221098507706183347339231232
1485,18,1233321111824883623771364709594059186381188541412353515625
3700,16,1233751191421716636227424100000000000000000000000000000000
2282,17,1234144128548003184017241642592656317173545114623669829632
6399,15,1235041788600911749669965095617411727562937324007219295999
80,30,1237940039285380274899124224000000000000000000000000000000
6400,15,1237940039285380274899124224000000000000000000000000000000
3701,16,1239097159834366179195902487974457336519220439429322859201
157,26,1239912283987895911379450121252378667808123262741937265449
6401,15,1240844636832416161564623777583256056556844863983820896001
2283,17,1243370317278874134956348512687762236532356024145344922923
6402,15,1243755594146176606699531504088038474378723148275646496768
3702,16,1244464839201352446079740231492353110617059000040135131136
